,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
352340,66667,82.81654866832,42.61265601154,195390775400464640,1.1806,4.671,1.608,-4.385,14.80009,0.002854,15.231763,0.003852,14.196712,0.004741,13.779919,0.269486,1.035051,0.431673,0.603378,,5698.8,749.3843,0.8825,0.8686625,0.964,5.727,0.58799016,G      
366017,80344,89.75721666848,53.71298732563,216095442639503744,1.3236,10.544,8.918,-5.626,14.688019,0.002812,15.105029,0.00339,14.101289,0.004169,13.849565,0.075924,1.00374,0.41701,0.58673,,5401.2,709.5046,0.8974,0.66118526,0.872,11.164,0.60609704,G      
261190,75517,75.15771988541,32.67573241207,160614360780328576,0.8202,5.406,1.594,-5.165,14.571159,0.002763,15.162326,0.003092,13.823533,0.003876,13.36147,0.060484,1.338793,0.591167,0.747626,,7202.9,1128.0723,1.7174,7.11668,1.548,1.149,0.5253893,F      
340176,54503,69.22748185547,33.13827689726,172133531787810304,2.1597,4.906,-3.903,2.971,14.658665,0.002776,15.36769,0.003772,13.833596,0.003939,13.421223,0.125689,1.534094,0.709025,0.825069,,5790.3,430.786,0.8293,0.76221627,1.009,0.536,0.5811111,G      
320721,35048,50.5874819027,33.30436574863,125569210054645504,1.6131,12.346,10.176,-6.991,13.328677,0.002816,13.837032,0.002892,12.6446,0.003794,12.35502,0.031528,1.192432,0.508355,0.684077,,5768.4,606.8862,1.5918,2.3748417,1.043,9.012,0.3792736,G      
510515,24842,303.02297765422,13.09334003365,1803441722328049920,7.6573,121.596,106.982,57.798,14.551696,0.00278,15.735029,0.00343,13.472468,0.003833,13.051724,0.052481,2.262561,1.183333,1.079227,,3606.6,130.4995,0.5896,0.05130197,0.543,12.656,0.54814273,M      
93526,93526,103.22999416298,-7.42763908775,3099204974388569088,1.8188,4.531,-1.789,4.163,10.717838,0.002779,10.783904,0.002865,10.588692,0.003808,10.521917,0.015977,0.195212,0.066066,0.129147,,9079.7,588.7997,1.7908,17.262192,1.99,0.234,0.6852235,A      
459393,73720,59.07845772392,30.87231128307,168431269978933760,2.2611,8.933,5.047,-7.371,14.48517,0.002762,15.161429,0.002955,13.678328,0.003815,13.301241,0.076822,1.483102,0.676259,0.806843,,5557.8,384.5359,0.7887,0.6734551,0.949,3.564,0.60133576,K      
227201,41528,48.55242722954,23.35335876711,110584657572054272,2.2751,13.517,9.343,-9.768,12.831121,0.002765,13.231133,0.002855,12.260266,0.003811,12.011561,0.026018,0.970866,0.400012,0.570854,,5609.0,433.5905,1.2328,1.368329,0.928,13.301,0.5472137,F      
570408,84735,270.73575641124,-34.36397234087,4042154560202867456,0.1359,8.984,-4.956,-7.494,13.809234,0.002791,14.985504,0.003803,12.73103,0.003924,12.135551,0.100651,2.254475,1.176271,1.078204,,4584.7,4841.872,29.8289,382.35474,3.601,0.233,0.01326889,M      
570,570,29.3322681226,13.61720567047,77712524074053120,1.1161,8.156,-3.279,-7.468,10.488936,0.002857,10.601453,0.003408,10.280317,0.004089,10.186827,0.01906,0.321136,0.112516,0.208619,,8142.9,787.209,3.1251,48.085136,2.344,0.645,0.41240954,A      
553861,68188,80.80700118438,27.69357678909,3421320958870594176,0.3128,0.947,0.724,-0.61,15.116963,0.002779,16.16837,0.004907,14.109672,0.003868,13.726815,0.072616,2.058698,1.051406,1.007292,,4799.4,3321.607,9.2858,26.508911,2.453,0.658,0.12272629,M      
498514,12841,156.62166070219,26.45007762464,728501224487920896,10.792,364.164,266.603,-248.069,13.691522,0.002771,14.656132,0.00287,12.717495,0.003832,12.308252,0.062498,1.938637,0.96461,0.974027,,3770.3,92.4407,0.4856,0.04276785,0.529,0.262,0.613087,M      
528755,43082,302.02582848401,35.79579131746,2059052062409033984,0.3835,8.298,-4.899,-6.697,11.461499,0.002957,13.442887,0.006047,10.150149,0.00431,9.554723,0.014268,3.292738,1.981388,1.31135,,3572.8,2647.5369,105.6695,1199.0464,1.92,1.357,0.01456953,M      
334833,49160,73.29496007836,31.59191270345,160308902706209536,1.1209,10.417,6.071,-8.466,14.778076,0.002763,15.502162,0.003298,13.941394,0.003882,13.500122,0.061033,1.560768,0.724086,0.836682,,6343.0,1072.9454,1.891,3.1612175,1.251,2.962,0.45077974,G      
328404,42731,46.38741558244,38.6543020844,142566908201456000,0.3518,2.953,-2.792,0.962,14.6674,0.002768,15.048342,0.003494,14.114454,0.003945,13.801177,0.055797,0.933888,0.380941,0.552946,,5877.5,2515.7415,2.8945,9.480423,1.555,2.407,0.28035465,G      
282692,97019,78.18105210953,34.68031424161,182236566179035136,0.3062,2.603,0.248,-2.591,14.7894,0.002826,15.299109,0.003042,14.087132,0.003945,13.758206,0.126201,1.211977,0.509708,0.702269,,6543.4,1310.8457,1.6888,4.410543,1.354,2.307,0.44012597,F      
434541,48868,46.46324766416,39.47541103811,142907271473579008,6.2323,85.0,73.505,-42.685,12.566874,0.002765,13.178814,0.003032,11.826546,0.003848,11.54036,0.016155,1.352268,0.61194,0.740328,,4677.8,160.5031,0.7418,0.24289794,0.74,12.54,0.6980611,K      
129541,29541,27.25555797072,53.65008564874,408049797526859008,0.326,2.065,-0.902,-1.857,13.589055,0.002791,13.662738,0.002969,13.461722,0.003887,,,0.201015,0.073683,0.127333,,9814.1,3721.149,2.965,42.456844,2.399,0.338,0.5024993,B      
483977,98304,77.61281505945,35.76036167042,185443601080248704,0.4747,5.601,0.626,-5.566,14.881042,0.002762,15.611742,0.003134,14.039269,0.00383,13.641253,0.078455,1.572474,0.730701,0.841773,,5112.2,2693.105,5.3481,8.957797,1.541,2.536,0.11906943,K      
444930,59257,75.92022693938,28.42397192559,155508160060683136,0.7814,5.915,1.692,-5.668,14.93984,0.00277,15.89605,0.003352,13.971289,0.003836,13.514201,0.094947,1.924761,0.956209,0.968552,,5530.5,1462.5134,3.5203,6.5965033,1.429,3.141,0.2743124,K      
603629,17956,143.07097176685,-54.55734032308,5308973276046160256,0.3533,6.268,-3.847,4.948,15.229044,0.002829,16.311398,0.011812,14.021379,0.008921,13.438066,0.40977,2.290018,1.082354,1.207665,,15007.8,1847.2137,3.1548,454.44653,4.426,,0.87070614,O      
585907,234,9.82914294174,40.37066655644,381119081269183232,-0.1078,0.28,0.25,0.126,17.639168,0.003203,17.686737,0.007367,17.519583,0.013418,,,0.167154,0.047569,0.119585,,15867.8,14947.897,1.4107,,,,,O      
430979,45306,47.3554788273,34.92029653952,137872543307058432,2.452,32.511,15.816,-28.405,14.625093,0.002776,15.271553,0.003504,13.855261,0.003913,13.655381,0.015178,1.416292,0.64646,0.769833,,4791.4,371.2913,0.7347,0.2758841,0.759,11.642,0.61853206,K      
347312,61639,79.59154821943,37.20608621091,187098361784213248,2.1497,15.957,13.46,-8.571,13.180867,0.002765,13.609562,0.002896,12.586497,0.00385,12.395841,0.027728,1.023065,0.428695,0.59437,,5791.4,431.5837,1.023,1.1822331,0.977,8.021,0.6265824,G      
457760,72087,65.2128500497,31.90124728743,166342885079597568,0.2768,1.424,1.206,-0.757,13.673543,0.00276,14.331465,0.003058,12.888962,0.003808,12.511191,0.053682,1.442503,0.657922,0.784581,,5500.6,2521.3508,7.2651,62.711395,2.591,0.558,0.19483696,K      
564607,78934,272.72489567223,-34.52657753426,4039293326124130432,0.2872,5.162,-0.952,-5.074,11.745194,0.012756,14.488135,0.061538,10.341993,0.033288,9.740943,0.055367,4.146142,2.742942,1.4032,,3411.0,3633.8928,142.3422,1599.0093,1.926,1.343,0.00420454,M      
134252,34252,13.48404288527,61.48204198629,427427689234695936,0.4215,2.105,-2.019,-0.597,11.763214,0.002762,12.009675,0.002837,11.347181,0.003791,,,0.662494,0.246461,0.416033,,11708.8,2155.79,5.3365,491.4284,4.084,,0.44933182,B      
85296,85296,114.11357612138,-12.29501191394,3033858421371670528,2.1254,6.883,-5.088,4.635,10.135627,0.002784,10.214478,0.002838,9.976486,0.003788,9.891932,0.007302,0.237991,0.078851,0.159141,1.6869,8431.0,530.032,2.2736,18.466911,1.948,0.63,0.50722283,A      
596249,10576,250.08579373056,6.21127631464,4435924003783576832,0.2314,4.733,4.733,0.045,17.340525,0.002962,17.238071,0.007656,17.593998,0.012601,,,-0.355927,-0.102453,-0.253473,,19393.0,27572.215,1.7776,437.53162,,,1.5757891,O      
606412,20739,219.76539836202,-58.67450555227,5879277587900287104,0.242,4.646,-3.671,-2.847,15.702621,0.002792,17.063948,0.00432,14.500515,0.003953,13.80298,0.075122,2.563433,1.361327,1.202106,,15027.5,2454.436,4.1614,1115.5834,5.207,,0.6531652,O      
345476,59803,80.90030476741,36.31539318955,183801613603881728,2.8695,25.596,24.339,7.923,11.767231,0.002765,12.116404,0.002849,11.248617,0.003801,11.039397,0.011074,0.867786,0.349173,0.518614,,5970.2,346.6771,1.3918,2.1844218,1.11,6.003,0.52203953,G      
282934,97261,81.46210794121,32.98499509412,182401527285821312,0.4315,3.844,1.889,-3.348,14.365473,0.002766,14.844569,0.003191,13.716358,0.003873,13.34824,0.064624,1.128211,0.479096,0.649115,,6666.9,1670.0416,2.424,15.46667,1.791,1.406,0.41892016,F      
556940,71267,213.63133800473,-1.23327935644,3647680750574828288,6.8596,67.014,-65.991,-11.664,14.864967,0.002818,16.072897,0.004603,13.777595,0.004017,13.298432,0.14033,2.295302,1.20793,1.087373,,3711.7,143.5565,0.5471,0.053217094,0.548,13.113,0.6516784,M      
186494,821,49.70731225622,5.2252153986,3275105837370112,1.1016,6.384,-4.621,-4.405,14.310289,0.002767,14.759449,0.003495,13.685474,0.003899,13.663317,0.154678,1.073975,0.44916,0.624815,,5864.3,884.191,1.3519,1.8815871,1.025,8.724,0.3861669,F      
199222,13549,58.60003748635,17.12118857956,43555198927155200,0.8815,10.203,6.897,-7.519,14.404008,0.002767,15.025423,0.0031,13.641298,0.003898,13.328334,0.064314,1.384125,0.621415,0.76271,,6421.7,1105.9579,1.9894,5.3851414,1.404,2.501,0.4559663,F      
339738,54065,67.71467235871,30.45750561579,171153209795155456,2.6377,9.943,9.932,-0.447,11.967298,0.002761,12.404481,0.002856,11.355731,0.003802,11.087897,0.034694,1.04875,0.437183,0.611567,,5900.5,377.5514,1.6565,2.9407418,1.117,6.793,0.4985515,G      
251124,65451,70.59296481288,26.78883431385,148544952921749248,0.8721,7.669,1.693,-7.48,14.739904,0.002771,15.409431,0.003608,13.932716,0.004013,13.64481,0.073757,1.476714,0.669526,0.807188,,6000.0,1004.5576,1.6942,3.9431913,1.198,5.236,0.42830878,F      
589454,3781,99.65827647028,-1.60566251076,3106903514284896128,0.1115,0.529,-0.123,0.515,13.087154,0.002795,13.504599,0.003674,12.478041,0.003832,,,1.026558,0.417444,0.609114,,19996.8,4535.1772,6.223,,,,,O      
213457,27784,56.04800378499,25.89425753765,70133173811429888,1.3958,8.336,-7.299,-4.026,13.52201,0.002768,13.867975,0.002904,13.003207,0.00386,12.725637,0.069541,0.864768,0.345965,0.518803,,6426.8,679.0131,1.1862,2.306716,1.249,0.695,0.49539602,F      
186315,642,47.80059135949,3.95322922812,2701676163765888,1.2389,4.524,-2.403,-3.833,14.512466,0.002774,14.899889,0.003291,13.954509,0.003916,13.759576,0.098349,0.94538,0.387424,0.557957,,5746.3,732.9187,0.917,0.93785304,0.998,4.08,0.5519477,F      
570555,84882,270.24541170147,-34.12210811212,4042216755652298624,0.0537,10.222,-3.574,-9.577,14.613434,0.004488,16.491306,0.057804,13.128284,0.007547,12.633467,0.21162,3.363023,1.877873,1.48515,,3419.8,10814.67,134.4865,2118.4985,1.679,2.051,0.00319853,M      
280116,94443,80.22983086289,32.4320632744,180826923553727872,1.2437,11.773,9.021,7.564,14.389372,0.002769,14.79804,0.003061,13.801713,0.003844,13.478734,0.122732,0.996327,0.408669,0.587659,,5928.3,691.8365,0.9488,1.272057,1.056,3.654,0.52181715,F      
327252,41579,40.46143120719,35.06079569495,140835276171580544,1.0552,9.734,4.191,-8.786,13.083747,0.002763,13.514984,0.002861,12.484485,0.003813,12.228848,0.028979,1.0305,0.431237,0.599262,,5678.7,886.3877,2.2851,4.801647,1.314,4.041,0.51757896,G      
158634,58634,33.39435551593,59.40721956449,506917436427024256,0.4337,1.05,-0.213,-1.028,12.003532,0.002761,12.345408,0.002861,11.47819,0.003786,,,0.867218,0.341876,0.525342,,11621.0,1923.1726,5.0971,559.75665,4.161,,0.42167094,B      
374801,89128,48.73502534647,39.22725001582,235811163595540480,0.9137,2.788,-2.563,-1.098,14.978799,0.002854,15.434522,0.004008,14.321731,0.004055,13.902582,0.080794,1.112791,0.455723,0.657068,1.4956,5742.5,730.1785,0.8598,1.4563255,0.973,10.195,0.563267,G      
511944,26271,296.39714587061,18.1139181939,1824140990844816768,0.4505,2.717,2.103,1.72,10.691944,0.003149,12.778174,0.009096,9.370623,0.006132,8.728641,0.015388,3.407552,2.08623,1.321322,,3617.0,4878.3125,240.3945,1483.3435,1.921,1.357,0.02040273,M      
554848,69175,86.17175633369,34.57819990019,3454671139409117184,0.1586,1.337,0.194,-1.323,15.406215,0.002782,16.67752,0.00432,14.302912,0.003957,13.999187,0.181139,2.374609,1.271306,1.103303,,6799.1,3633.2544,8.9173,154.3149,3.149,0.318,0.20304324,M      
209767,24094,57.26009560807,22.8092567213,64137266325549184,0.8938,8.313,-3.16,-7.688,14.332402,0.002766,14.68949,0.002936,13.805656,0.003871,13.579971,0.072981,0.883835,0.357088,0.526747,,6288.8,1019.8915,1.2366,2.0924778,1.066,7.262,0.34168342,F      
110247,10247,73.69820588919,40.53539849081,200112082626550016,0.224,1.688,-0.354,-1.65,14.940997,0.002775,15.264866,0.003337,14.434539,0.003951,,,0.830327,0.323869,0.506458,,12670.6,3543.345,2.2543,123.82464,3.266,,0.74809015,B      
196725,11052,56.95978137742,13.29984382589,37964384160540032,2.2611,16.822,13.833,-9.573,12.923828,0.002769,13.363997,0.002891,12.235206,0.00384,11.982132,0.041154,1.128792,0.440169,0.688623,,6059.2,423.2376,1.2493,1.8312988,1.053,7.108,0.44106904,F      
82915,82915,88.77284255062,-7.886923363,3018590839120095232,1.4846,4.194,-0.381,-4.177,10.782061,0.002772,10.951654,0.002893,10.479922,0.00382,10.343787,0.008867,0.471731,0.169593,0.302138,,7949.8,701.8292,2.7951,25.469358,2.039,0.828,0.46409002,A      
38778,38778,303.88003551094,28.68014202523,1837142097330489344,2.4144,10.821,3.033,-10.388,10.503631,0.002776,10.613007,0.002815,10.295994,0.003785,10.196497,0.007616,0.317013,0.109376,0.207637,1.6752,7904.3,365.2728,1.4697,8.416945,1.627,0.827,0.3269889,A      
4668,4668,73.83038324643,40.5835109329,200102187021854464,0.6203,4.183,0.023,-4.183,11.934299,0.002764,12.189649,0.002846,11.523856,0.003804,11.318317,0.022231,0.665792,0.255349,0.410443,,8354.9,1436.9806,3.8424,73.04713,2.571,0.524,0.4359633,A      
595292,9619,278.43421747069,-3.06987950354,4258046210937900032,0.4233,2.765,-1.437,-2.363,15.11846,0.002839,16.644102,0.005308,13.909936,0.004348,13.3655,0.057344,2.734166,1.525642,1.208524,,15013.4,2002.8839,5.0079,1240.2053,5.322,,0.6497245,O      
198832,13159,53.37713021911,15.85286642663,42648479791073920,1.4717,13.842,-4.886,-12.951,12.500581,0.002769,12.841952,0.002846,11.988617,0.003799,11.772138,0.019653,0.853335,0.341372,0.511964,,6621.8,665.8533,1.7881,5.4259086,1.419,2.092,0.4712444,F      
357430,71757,71.70414980944,41.35198973086,203339011816200320,1.2703,32.248,16.291,-27.831,14.336956,0.002761,14.852258,0.002959,13.654914,0.003824,13.340002,0.062344,1.197344,0.515302,0.682042,,5875.7,722.0817,1.2034,1.7328069,1.027,8.282,0.43792537,G      
36258,36258,302.27166509535,16.86789927374,1809461067467699200,1.9709,4.187,0.864,-4.097,10.732255,0.002781,10.809423,0.002854,10.580729,0.003794,10.491918,0.008529,0.228694,0.077168,0.151526,1.6907,8353.4,478.6783,1.5412,11.6381645,1.793,0.381,0.6431251,A      
278651,92978,67.95132209369,40.86485504961,180042486427716864,0.8152,3.324,1.661,-2.879,13.540214,0.002763,13.965817,0.002903,12.939421,0.003847,12.63364,0.056091,1.026397,0.425604,0.600793,,6880.6,1154.5493,2.2033,10.387005,1.649,1.475,0.42669442,F      
297296,11623,63.33451198464,23.11721898424,52911042149225088,1.7013,6.756,6.753,-0.208,12.385322,0.00276,12.921453,0.002832,11.6829,0.003795,11.394444,0.010036,1.238552,0.536131,0.702421,,5652.0,590.8568,2.5518,5.717218,1.352,3.689,0.3060722,G      
505142,19469,258.8388342825,35.78007740215,1339823092462641664,5.5735,87.042,-35.678,-79.394,14.287972,0.002765,15.203878,0.003155,13.340405,0.003805,12.913942,0.059456,1.863474,0.915907,0.947567,,3844.1,179.7948,0.6705,0.08613895,0.617,11.416,0.49713215,M      
193908,8235,49.30116453318,15.16609684179,30317903560413824,1.3282,9.883,9.153,-3.729,13.210264,0.002766,13.541822,0.002895,12.704216,0.003958,12.499009,0.019443,0.837606,0.331558,0.506048,,6456.9,722.8138,1.416,3.1876788,1.267,2.438,0.4449067,F      
557463,71790,187.70727364469,2.27416306263,3700444114569504512,7.9035,43.743,-10.926,42.356,14.549287,0.002769,15.543775,0.003452,13.554711,0.003865,13.140915,0.095858,1.989063,0.994488,0.994576,,3721.1,126.7336,0.4645,0.036080223,0.502,0.376,0.4923004,M      
380132,94459,56.23993536722,42.57370831476,243275610599247104,1.2986,4.486,1.649,-4.171,14.715888,0.002766,15.182701,0.00319,14.076571,0.003897,13.696365,0.148635,1.106131,0.466813,0.639318,,5773.7,715.4228,0.9327,0.9482333,1.005,3.806,0.5559926,G      
285359,99686,80.16509971655,34.84302555064,183555116842985856,0.8973,9.149,1.23,-9.066,13.241384,0.002761,13.785591,0.003113,12.531248,0.00385,12.236119,0.031239,1.254343,0.544208,0.710135,,6338.6,1113.7012,3.1012,10.332277,1.615,2.155,0.3081171,F      
424011,38338,47.92177618515,30.90629791768,123395582941851264,1.8783,12.829,-7.455,-10.441,14.855612,0.00277,15.414026,0.003624,14.145354,0.0039,13.805408,0.178875,1.268672,0.558414,0.710258,,5181.1,470.537,0.7035,0.3948461,0.87,1.605,0.6337738,K      
201592,15919,65.15946250476,19.42417482123,48215959996421760,2.2809,22.153,-11.342,-19.029,12.090137,0.00276,12.54678,0.00287,11.449811,0.003802,11.189157,0.009482,1.096969,0.456643,0.640326,,6039.2,449.8647,1.948,4.2561607,1.22,4.892,0.4390948,F      
527996,42323,304.79189529819,32.39044930667,2054309658279093632,7.5847,112.109,66.976,89.904,14.69178,0.002773,15.799709,0.003381,13.647351,0.003839,13.208452,0.089773,2.152358,1.107929,1.044429,,3771.7,132.035,0.4961,0.04428913,0.533,0.754,0.66209465,M      
494304,8631,62.29824927852,67.25996761335,490412873533156480,4.7986,17.289,-3.873,16.85,15.260925,0.002769,16.346817,0.003465,14.226999,0.003839,13.720953,0.062033,2.119818,1.085892,1.033926,,5133.7,204.3076,0.5336,0.07337169,0.598,8.87,0.5918865,M      
219194,33521,36.58740886436,19.8471237599,87284253830282112,0.9215,7.615,0.785,-7.575,13.826272,0.002802,14.216896,0.00323,13.252771,0.003906,13.001629,0.12638,0.964125,0.390624,0.573501,,6068.9,1756.319,2.944,2.6315355,1.041,9.847,0.1322125,F      
491246,5573,34.75236609765,49.14513482295,355321961500626560,4.5155,25.828,-0.163,-25.828,15.462035,0.002806,16.727848,0.006954,14.352041,0.003972,13.890148,0.141035,2.375807,1.265813,1.109994,,3614.4,231.671,0.7363,0.07157406,0.593,10.124,0.38561746,M      
5205,5205,75.3681970527,44.39791440988,205760376937845120,3.9116,33.247,3.705,-33.039,7.253622,0.002774,7.338024,0.002854,7.068677,0.003798,6.983902,0.005172,0.269347,0.084402,0.184945,,9267.6,285.0315,4.5964,113.751015,2.874,0.379,0.4234197,A      
565940,80267,266.60331849596,-37.44159012087,4040027142648510848,0.0899,6.324,-2.57,-5.778,15.200683,0.002795,16.579168,0.004833,14.053494,0.003926,13.390995,0.143615,2.525675,1.378486,1.147189,,4826.9,4467.801,17.9211,401.9768,3.307,0.292,0.08454617,M      
527664,41991,297.59600412781,35.68629127123,2047647618568908672,0.0098,3.48,-2.074,-2.795,14.80389,0.002836,16.277231,0.004549,13.631195,0.004186,13.24312,0.123341,2.646036,1.473341,1.172695,,3820.1,6178.0933,36.6537,202.90546,3.704,0.217,0.01467847,M      
61435,61435,295.73361670869,41.91935545163,2077091096831495552,0.7069,2.609,1.388,-2.209,12.22642,0.00276,12.450011,0.00284,11.856554,0.003798,11.700459,0.01539,0.593457,0.223591,0.369866,,7186.8,1268.8944,2.9871,25.822672,2.021,1.0,0.37179458,A      
404102,18429,57.26272289264,21.52290610527,63715088219604224,0.213,4.064,0.409,-4.043,14.148847,0.002772,14.82218,0.003376,13.361137,0.003916,13.085206,0.043931,1.461042,0.673333,0.787709,,4856.1,2295.1382,5.934,45.21846,2.802,0.455,0.12057401,K      
282861,97188,78.43347575518,35.21551296413,182359054348505856,0.7503,4.051,0.486,-4.022,13.693065,0.002762,14.074464,0.00293,13.135043,0.00383,12.988605,0.041222,0.939421,0.381399,0.558022,,7140.4,1246.226,2.0169,10.078305,1.651,1.317,0.45605925,F      
124215,24215,72.58251753078,49.33005730985,259110399105531008,0.2411,1.224,1.162,-0.385,14.973278,0.002777,15.31513,0.003034,14.440683,0.004014,,,0.874447,0.341852,0.532595,,10086.9,4644.5156,3.4444,114.73835,2.924,0.326,0.43737686,B      
570401,84728,270.57963410508,-34.42694127526,4042153327602698624,0.1266,9.249,-3.468,-8.575,15.650404,0.002795,16.819395,0.00791,14.496359,0.004585,13.563736,0.164852,2.323036,1.168991,1.154045,,4659.5,1781.545,5.0469,10.466875,1.151,7.108,0.13524371,M      
159620,59620,29.69601857975,60.12259505435,507902255248282240,0.9293,1.813,-0.075,-1.811,12.113338,0.002761,12.362639,0.002819,11.703544,0.003787,11.505972,0.011389,0.659096,0.249302,0.409794,,10673.3,1239.4202,2.7617,66.78523,2.689,0.247,0.57553935,B      
540308,54635,17.59827937466,2.11389900526,2538649344967179136,7.2628,49.963,44.956,-21.8,14.686546,0.002808,15.82551,0.005026,13.627381,0.003915,13.074091,0.065944,2.198129,1.138964,1.059165,,3729.1,139.7299,0.5411,0.049449883,0.538,12.671,0.63433063,M      
28184,28184,117.04368465878,21.24898292519,674456104814895360,2.5462,29.224,-24.203,-16.378,9.195918,0.002779,9.307026,0.002806,8.981468,0.003801,8.888655,0.005234,0.325558,0.111108,0.21445,,7552.5,392.085,2.9351,25.023008,2.016,0.933,0.35429984,A      
127087,27087,61.66272410955,53.24514872543,275861424396896896,0.2521,0.192,0.191,0.017,16.325912,0.002792,16.78345,0.006881,15.598224,0.005783,,,1.185226,0.457537,0.727689,,10051.3,3402.4795,1.7863,28.988335,2.276,,0.5815525,B      
457849,72176,63.48889045542,31.35447270994,166441566251692032,1.7236,15.989,8.754,-13.379,13.153276,0.002759,13.647014,0.002831,12.496012,0.003824,12.251667,0.021281,1.151002,0.493737,0.657265,,5352.5,556.032,1.609,2.1130536,0.989,11.646,0.54795665,K      
601649,15976,13.11682343694,-73.26112529674,4685887458335091456,-0.0574,1.234,0.543,-1.108,16.121239,0.003133,16.075274,0.006739,15.930989,0.008581,,,0.144284,-0.045965,0.190249,,31349.5,30050.676,3.7128,,,,,O      
261480,75807,75.09574422134,33.53182990032,160910709226756608,1.0151,3.819,1.255,-3.607,12.501613,0.002805,12.993696,0.003344,11.838356,0.003971,11.565991,0.027809,1.15534,0.492084,0.663257,,7106.1,895.2195,3.08,23.433344,1.976,1.058,0.39539483,F      
330033,44360,65.84758297102,22.85245452114,145763944419106048,0.8076,4.32,2.41,-3.586,14.505683,0.002763,14.972445,0.003028,13.871351,0.003945,13.539346,0.085796,1.101093,0.466762,0.634332,,5522.2,1125.8018,1.6337,2.3739066,1.02,10.378,0.5230592,G      
551739,66066,99.12411340732,8.83096739763,3326186093236230656,9.5232,28.759,28.686,-2.04,14.145691,0.002813,15.415652,0.003509,13.030415,0.003875,12.503173,0.098373,2.385238,1.269961,1.115276,,3643.6,104.786,0.5816,0.054981086,0.55,13.495,0.6133029,M      
415109,29436,32.27006895265,20.862089435,100209700209481984,1.1348,8.671,8.28,2.573,14.804641,0.00277,15.242417,0.003385,14.194717,0.004039,13.948054,0.181553,1.0477,0.437777,0.609923,,5591.3,702.8047,0.8538,0.94621724,0.908,11.737,0.58224386,K      
175567,75567,19.74044485714,64.60444139546,524833871016832000,0.093,2.505,-2.48,0.354,17.050316,0.002979,17.660227,0.006347,16.240345,0.00472,,,1.419882,0.609911,0.809971,,9624.3,3149.3464,1.4547,16.376467,,,0.721869,B      
2615,2615,81.32101732974,32.67807542535,180886950017260544,2.9912,12.905,-6.349,-11.236,10.197914,0.00278,10.364241,0.002868,9.914057,0.003792,9.795549,0.006754,0.450184,0.166327,0.283857,,7317.3,323.7598,1.7143,7.321202,1.565,1.024,0.6086694,A      
481861,96188,82.29835134439,37.58802617184,184357489749105792,0.3864,1.809,-1.371,-1.18,15.414907,0.002784,16.505617,0.004729,14.379236,0.003955,13.971997,0.097089,2.126381,1.09071,1.035671,,5686.5,1694.2089,3.8326,33.87938,2.11,0.953,0.33854288,K      
500454,14781,114.11088824002,41.26576185135,924478348822466560,10.5313,70.927,41.816,-57.289,13.699757,0.002784,14.816881,0.00334,12.649473,0.00389,12.158544,0.033145,2.167408,1.117125,1.050283,,3780.6,94.4627,0.559,0.05861615,0.561,13.109,0.6504821,M      
163411,63411,22.70159029905,61.04076481976,510634988320004224,0.3809,1.992,-1.899,-0.601,15.043502,0.002765,15.306587,0.00293,14.619569,0.003882,,,0.687018,0.263085,0.423933,,9614.6,3085.9521,1.9741,18.539684,2.103,,0.51794404,B      
525804,40131,301.05689995173,32.54280114537,2031105122535254784,0.2041,6.678,-3.813,-5.482,14.208735,0.002933,17.467564,0.007768,12.705483,0.004417,12.139217,0.027271,4.762081,3.258829,1.503252,,3535.1,3334.956,107.9595,1223.1835,1.667,2.093,0.0094466,M      
220611,34938,27.88494069201,17.88178213278,91889214685784320,2.6402,4.612,4.557,-0.708,10.935558,0.002775,11.162364,0.002824,10.552323,0.003844,10.395446,0.007864,0.610041,0.226806,0.383235,,6647.1,373.5331,1.6693,4.9083643,1.392,2.034,0.50213826,F      
19329,19329,33.6503770861,54.90143325439,456582137702568832,1.2319,5.705,4.208,-3.853,11.955142,0.002767,12.126264,0.002832,11.660819,0.003791,11.520307,0.031257,0.465445,0.171122,0.294323,,7895.7,908.9968,2.0791,11.446194,1.744,0.767,0.52823603,A      
582241,96568,276.62961268367,-26.94955449723,4051949701417881344,0.0879,4.156,-0.677,-4.101,13.44914,0.003033,15.232328,0.007362,12.178082,0.004487,11.588777,0.020901,3.054247,1.783189,1.271058,,3610.6,4947.3447,63.5084,422.47662,1.923,1.346,0.01095847,M      
345773,60100,82.60439174664,37.15660521443,184281035035118208,2.9197,21.155,7.089,-19.932,12.870919,0.002775,13.284221,0.003002,12.293915,0.003852,12.0765,0.017569,0.990306,0.413301,0.577004,,5595.4,332.8723,0.9159,0.7415323,0.955,4.326,0.5568333,G      
604669,18996,99.86951318128,-40.46902644628,5569819868421091584,0.8246,3.761,-0.422,3.737,16.306183,0.004365,16.321516,0.004292,16.004755,0.007181,,,0.316761,0.015333,0.301428,,18314.7,10583.4375,1.9584,392.7558,,,1.3982722,O      
